+-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                                                                                                                                            ;
+------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                                                                                                                                        ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_3|routerAlloc|outputArbs|instance_gen_grant_carry_116                                                                                                  ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_3|routerAlloc|outputArbs|instance_gen_grant_carry_115                                                                                                  ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_3|routerAlloc|outputArbs|instance_gen_grant_carry_114                                                                                                  ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_3|routerAlloc|outputArbs|instance_gen_grant_carry_113                                                                                                  ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_3|routerAlloc|outputArbs|instance_gen_grant_carry_112                                                                                                  ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_3|routerAlloc|outputArbs|instance_gen_grant_carry_111                                                                                                  ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_3|routerAlloc|outputArbs|instance_gen_grant_carry_110                                                                                                  ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_3|routerAlloc|outputArbs|instance_gen_grant_carry_109                                                                                                  ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_3|routerAlloc|outputArbs|instance_gen_grant_carry_108                                                                                                  ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_3|routerAlloc|outputArbs|instance_gen_grant_carry_107                                                                                                  ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_3|routerAlloc|outputArbs|instance_gen_grant_carry_106                                                                                                  ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_3|routerAlloc|outputArbs|instance_gen_grant_carry_105                                                                                                  ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_3|routerAlloc|outputArbs|instance_gen_grant_carry_127                                                                                                  ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_3|routerAlloc|outputArbs|instance_gen_grant_carry_104                                                                                                  ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_3|routerAlloc|outputArbs|instance_gen_grant_carry_103                                                                                                  ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_3|routerAlloc|outputArbs|instance_gen_grant_carry_102                                                                                                  ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_3|routerAlloc|outputArbs|instance_gen_grant_carry_101                                                                                                  ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_3|routerAlloc|outputArbs|instance_gen_grant_carry_100                                                                                                  ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_3|routerAlloc|outputArbs|instance_gen_grant_carry_99                                                                                                   ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_3|routerAlloc|outputArbs|instance_gen_grant_carry_98                                                                                                   ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_3|routerAlloc|outputArbs|instance_gen_grant_carry_97                                                                                                   ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_3|routerAlloc|outputArbs|instance_gen_grant_carry_96                                                                                                   ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_3|routerAlloc|outputArbs|instance_gen_grant_carry_95                                                                                                   ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_3|routerAlloc|outputArbs|instance_gen_grant_carry_94                                                                                                   ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_3|routerAlloc|outputArbs|instance_gen_grant_carry_93                                                                                                   ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_3|routerAlloc|outputArbs|instance_gen_grant_carry_92                                                                                                   ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_3|routerAlloc|outputArbs|instance_gen_grant_carry_91                                                                                                   ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_3|routerAlloc|outputArbs|instance_gen_grant_carry_90                                                                                                   ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_3|routerAlloc|outputArbs|instance_gen_grant_carry_126                                                                                                  ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_3|routerAlloc|outputArbs|instance_gen_grant_carry_89                                                                                                   ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_3|routerAlloc|outputArbs|instance_gen_grant_carry_88                                                                                                   ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_3|routerAlloc|outputArbs|instance_gen_grant_carry_87                                                                                                   ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_3|routerAlloc|outputArbs|instance_gen_grant_carry_86                                                                                                   ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_3|routerAlloc|outputArbs|instance_gen_grant_carry_85                                                                                                   ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_3|routerAlloc|outputArbs|instance_gen_grant_carry_84                                                                                                   ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_3|routerAlloc|outputArbs|instance_gen_grant_carry_83                                                                                                   ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_3|routerAlloc|outputArbs|instance_gen_grant_carry_82                                                                                                   ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_3|routerAlloc|outputArbs|instance_gen_grant_carry_81                                                                                                   ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_3|routerAlloc|outputArbs|instance_gen_grant_carry_80                                                                                                   ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_3|routerAlloc|outputArbs|instance_gen_grant_carry_79                                                                                                   ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_3|routerAlloc|outputArbs|instance_gen_grant_carry_78                                                                                                   ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_3|routerAlloc|outputArbs|instance_gen_grant_carry_77                                                                                                   ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_3|routerAlloc|outputArbs|instance_gen_grant_carry_76                                                                                                   ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_3|routerAlloc|outputArbs|instance_gen_grant_carry_75                                                                                                   ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_3|routerAlloc|outputArbs|instance_gen_grant_carry_125                                                                                                  ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_3|routerAlloc|outputArbs|instance_gen_grant_carry_74                                                                                                   ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_3|routerAlloc|outputArbs|instance_gen_grant_carry_73                                                                                                   ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_3|routerAlloc|outputArbs|instance_gen_grant_carry_72                                                                                                   ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_3|routerAlloc|outputArbs|instance_gen_grant_carry_71                                                                                                   ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_3|routerAlloc|outputArbs|instance_gen_grant_carry_70                                                                                                   ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_3|routerAlloc|outputArbs|instance_gen_grant_carry_69                                                                                                   ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_3|routerAlloc|outputArbs|instance_gen_grant_carry_68                                                                                                   ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_3|routerAlloc|outputArbs|instance_gen_grant_carry_67                                                                                                   ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_3|routerAlloc|outputArbs|instance_gen_grant_carry_66                                                                                                   ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_3|routerAlloc|outputArbs|instance_gen_grant_carry_65                                                                                                   ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_3|routerAlloc|outputArbs|instance_gen_grant_carry_64                                                                                                   ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_3|routerAlloc|outputArbs|instance_gen_grant_carry_63                                                                                                   ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_3|routerAlloc|outputArbs|instance_gen_grant_carry_62                                                                                                   ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_3|routerAlloc|outputArbs|instance_gen_grant_carry_61                                                                                                   ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_3|routerAlloc|outputArbs|instance_gen_grant_carry_60                                                                                                   ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_3|routerAlloc|outputArbs|instance_gen_grant_carry_124                                                                                                  ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_3|routerAlloc|outputArbs|instance_gen_grant_carry_44                                                                                                   ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_3|routerAlloc|outputArbs|instance_gen_grant_carry_43                                                                                                   ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_3|routerAlloc|outputArbs|instance_gen_grant_carry_42                                                                                                   ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_3|routerAlloc|outputArbs|instance_gen_grant_carry_41                                                                                                   ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_3|routerAlloc|outputArbs|instance_gen_grant_carry_40                                                                                                   ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_3|routerAlloc|outputArbs|instance_gen_grant_carry_39                                                                                                   ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_3|routerAlloc|outputArbs|instance_gen_grant_carry_38                                                                                                   ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_3|routerAlloc|outputArbs|instance_gen_grant_carry_37                                                                                                   ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_3|routerAlloc|outputArbs|instance_gen_grant_carry_36                                                                                                   ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_3|routerAlloc|outputArbs|instance_gen_grant_carry_35                                                                                                   ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_3|routerAlloc|outputArbs|instance_gen_grant_carry_34                                                                                                   ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_3|routerAlloc|outputArbs|instance_gen_grant_carry_33                                                                                                   ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_3|routerAlloc|outputArbs|instance_gen_grant_carry_32                                                                                                   ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_3|routerAlloc|outputArbs|instance_gen_grant_carry_31                                                                                                   ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_3|routerAlloc|outputArbs|instance_gen_grant_carry_30                                                                                                   ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_3|routerAlloc|outputArbs|instance_gen_grant_carry_122                                                                                                  ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_3|routerAlloc|outputArbs|instance_gen_grant_carry_59                                                                                                   ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_3|routerAlloc|outputArbs|instance_gen_grant_carry_58                                                                                                   ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_3|routerAlloc|outputArbs|instance_gen_grant_carry_57                                                                                                   ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_3|routerAlloc|outputArbs|instance_gen_grant_carry_56                                                                                                   ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_3|routerAlloc|outputArbs|instance_gen_grant_carry_55                                                                                                   ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_3|routerAlloc|outputArbs|instance_gen_grant_carry_54                                                                                                   ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_3|routerAlloc|outputArbs|instance_gen_grant_carry_53                                                                                                   ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_3|routerAlloc|outputArbs|instance_gen_grant_carry_52                                                                                                   ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_3|routerAlloc|outputArbs|instance_gen_grant_carry_51                                                                                                   ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_3|routerAlloc|outputArbs|instance_gen_grant_carry_50                                                                                                   ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_3|routerAlloc|outputArbs|instance_gen_grant_carry_49                                                                                                   ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_3|routerAlloc|outputArbs|instance_gen_grant_carry_48                                                                                                   ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_3|routerAlloc|outputArbs|instance_gen_grant_carry_47                                                                                                   ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_3|routerAlloc|outputArbs|instance_gen_grant_carry_46                                                                                                   ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_3|routerAlloc|outputArbs|instance_gen_grant_carry_45                                                                                                   ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_3|routerAlloc|outputArbs|instance_gen_grant_carry_123                                                                                                  ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_3|routerAlloc|outputArbs|instance_gen_grant_carry_29                                                                                                   ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_3|routerAlloc|outputArbs|instance_gen_grant_carry_28                                                                                                   ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_3|routerAlloc|outputArbs|instance_gen_grant_carry_27                                                                                                   ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_3|routerAlloc|outputArbs|instance_gen_grant_carry_26                                                                                                   ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
